3421,3
3422,3
3423,3
3424,2
3425,2
3426,4
3427,1
3428,3
3429,2
3430,1
3431,3
3432,3
3433,3
3434,2
3435,3
3436,3
3437,1
3438,3
3439,1
3440,1
3441,4
3442,3
3443,3
3444,3
3445,1
3446,2
3447,1
3448,3
3449,3
3450,3
3451,4
3452,4
3453,4
3454,1
3455,1
3456,4
3457,1
3458,4
3459,3
3460,3
3461,3
3462,1
3463,1
3464,4
3465,3
3466,3
3467,3
3468,2
3469,4
3470,1
3471,3
3472,3
3473,3
3474,4
3475,1
3476,1
3477,1
3478,3
3479,4
3480,3
3481,1
3482,2
3483,1
3484,1
3485,1
3486,3
3487,4
3488,1
3489,3
3490,1
3491,3
3492,3
3493,4
3494,4
3495,3
3496,1
3497,1
3498,4
3499,4
3500,1
3501,1
3502,1
3503,3
3504,1
3505,3
3506,3
3507,1
3508,3
3509,3
3510,2
3511,2
3512,2
3513,3
3514,1
3515,3
3516,4
3517,4
3518,1
3519,3
3520,3
3521,3
3522,1
3523,1
3524,4
3525,4
3526,4
3527,3
3528,1
3529,1
3530,1
3531,3
3532,4
3533,3
3534,4
3535,3
3536,1
3537,1
3538,1
3539,1
3540,3
3541,3
3542,4
3543,3
3544,3
3545,3
3546,1
3547,1
3548,3
3549,3
3550,3
3551,3
3552,4
3553,1
3554,3
3555,4
3556,4
3557,1
3558,4
3559,3
3560,3
3561,4
3562,3
3563,1
3564,3
3565,3
3566,1
3567,3
3568,3
3569,3
3570,3
3571,3
3572,4
3573,3
3574,1
3575,4
3576,3
3577,3
3578,4
3579,2
3580,3
3581,3
3582,1
3583,3
3584,3
3585,3
3586,4
3587,3
3588,1
3589,3
3590,1
3591,2
3592,1
3593,3
3594,3
3595,3
3596,3
3597,3
3598,3
3599,4
3600,3
3601,3
3602,4
3603,1
3604,1
3605,4
3606,4
3607,4
3608,1
3609,3
3610,3
3611,4
3612,3
3613,3
3614,3
3615,4
3616,3
3617,3
3618,3
3619,1
3620,2
3621,2
3622,1
3623,3
3624,3
3625,2
3626,1
3627,2
3628,3
3629,3
3630,1
3631,3
3632,1
3633,4
3634,4
3635,4
3636,1
3637,3
3638,2
3639,1
3640,3
3641,1
3642,2
3643,3
3644,1
3645,3
3646,4
3647,3
3648,3
3649,3
3650,1
3651,1
3652,4
3653,3
3654,4
3655,3
3656,4
3657,1
3658,4
3659,4
3660,4
3661,3
3662,2
3663,3
3664,4
3665,1
3666,3
3667,2
3668,3
3669,3
3670,3
3671,2
3672,3
3673,1
3674,3
3675,4
3676,2
3677,3
3678,3
3679,4
3680,3
3681,3
3682,1
3683,3
3684,3
3685,3
3686,3
3687,2
3688,1
3689,3
3690,3
3691,2
3692,1
3693,3
3694,3
3695,4
3696,3
3697,3
3698,2
3699,2
3700,4
3701,3
3702,4
3703,1
3704,2
3705,1
3706,1
3707,1
3708,3
3709,4
3710,3
3711,3
3712,4
3713,3
3714,1
3715,1
3716,1
3717,3
3718,3
3719,4
3720,1
3721,3
3722,3
3723,3
3724,3
3725,3
3726,1
3727,3
3728,4
3729,3
3730,4
3731,4
3732,2
3733,2
3734,4
3735,3
3736,1
3737,1
3738,2
3739,3
3740,3
3741,1
3742,1
3743,1
3744,4
3745,3
3746,3
3747,3
3748,3
3749,2
3750,3
3751,3
3752,1
3753,4
3754,4
3755,3
3756,3
3757,3
3758,3
3759,3
3760,1
3761,3
3762,1
3763,3
3764,3
3765,4
3766,3
3767,1
3768,3
3769,4
3770,4
3771,2
3772,4
3773,3
3774,4
3775,1
3776,3
3777,3
3778,3
3779,1
3780,4
3781,4
3782,4
3783,1
3784,3
3785,4
3786,1
3787,4
3788,4
3789,1
3790,3
3791,4
3792,1
3793,1
3794,4
3795,3
3796,2
3797,4
3798,3
3799,3
3800,4
3801,4
3802,4
3803,1
3804,1
3805,1
3806,1
3807,3
3808,3
3809,1
3810,4
3811,3
3812,1
3813,3
3814,3
3815,3
3816,2
3817,3
3818,3
3819,1
3820,3
3821,1
3822,2
3823,3
3824,4
3825,3
3826,3
3827,3
3828,3
3829,1
3830,3
3831,1
3832,4
3833,1
3834,3
3835,1
3836,2
3837,3
3838,3
3839,3
3840,3
3841,3
3842,3
3843,4
3844,1
3845,3
3846,4
3847,4
3848,2
3849,2
3850,3
3851,4
3852,4
3853,3
3854,4
3855,4
3856,1
3857,3
3858,1
3859,4
3860,3
3861,1
3862,3
3863,4
3864,4
3865,4
3866,1
3867,1
3868,3
3869,3
3870,4
3871,4
3872,1
3873,3
3874,1
3875,4
3876,4
3877,2
3878,1
3879,3
3880,1
3881,3
3882,3
3883,4
3884,3
3885,4
3886,4
3887,3
3888,1
3889,1
3890,3
3891,3
3892,4
3893,4
3894,4
3895,2
3896,3
3897,3
3898,3
3899,3
3900,3
3901,3
3902,4
3903,4
3904,3
3905,3
3906,3
3907,3
3908,3
3909,1
3910,3
3911,1
3912,1
3913,4
3914,3
3915,3
3916,2
3917,4
3918,4
3919,3
3920,1
3921,1
3922,3
3923,4
3924,3
3925,3
3926,1
3927,3
3928,3
3929,1
3930,1
3931,3
3932,3
3933,4
3934,3
3935,1
3936,3
3937,4
3938,3
3939,3
3940,3
3941,3
3942,3
3943,3
3944,3
3945,4
3946,3
3947,2
3948,4
3949,4
3950,2
3951,2
3952,3
3953,3
3954,3
3955,4
3956,4
3957,4
3958,1
3959,2
3960,3
3961,3
3962,1
3963,3
3964,4
3965,3
3966,3
3967,3
3968,4
3969,1
3970,3
3971,3
3972,3
3973,1
3974,3
3975,1
3976,3
3977,3
3978,1
3979,3
3980,3
3981,3
3982,1
3983,3
3984,2
3985,1
3986,1
3987,1
3988,3
3989,3
3990,1
3991,1
3992,1
3993,4
3994,3
3995,4
3996,3
3997,1
3998,1
3999,4
4000,3
4001,1
4002,3
4003,1
4004,4
4005,1
4006,3
4007,1
4008,4
4009,3
4010,3
4011,2
4012,4
4013,1
4014,1
4015,4
4016,4
4017,3
4018,4
4019,1
4020,4
4021,3
4022,3
4023,4
4024,2
4025,3
4026,1
4027,3
4028,3
4029,4
4030,3
4031,1
4032,3
4033,1
4034,4
4035,1
4036,3
4037,1
4038,4
4039,3
4040,4
4041,3
4042,4
4043,1
4044,3
4045,1
4046,2
4047,3
4048,3
4049,3
4050,3
4051,3
4052,3
4053,3
4054,1
4055,4
4056,3
4057,1
4058,1
4059,3
4060,3
4061,3
4062,3
4063,3
4064,1
4065,3
4066,1
4067,1
4068,2
4069,3
4070,3
4071,3
4072,4
4073,4
4074,3
4075,3
4076,3
4077,4
4078,3
4079,1
4080,3
4081,1
4082,1
4083,1
4084,1
4085,3
4086,2
4087,3
4088,4
4089,1
4090,1
4091,4
4092,3
4093,3
4094,4
4095,4
4096,4
4097,3
4098,3
4099,3
4100,3
4101,3
4102,1
4103,3
4104,1
4105,1
4106,3
4107,3
4108,1
4109,3
4110,3
4111,4
4112,3
4113,3
4114,3
4115,1
4116,3
4117,3
4118,3
4119,3
4120,1
4121,1
4122,3
4123,3
4124,3
4125,4
4126,4
4127,1
4128,1
4129,3
4130,3
4131,3
4132,3
4133,1
4134,3
4135,4
4136,3
4137,1
4138,3
4139,3
4140,3
4141,1
4142,4
4143,4
4144,3
4145,4
4146,1
4147,1
4148,1
4149,4
4150,4
4151,3
4152,1
4153,3
4154,3
4155,3
4156,1
4157,3
4158,1
4159,3
4160,3
4161,2
4162,3
4163,1
4164,4
4165,3
4166,4
4167,1
4168,4
4169,3
4170,1
4171,2
4172,3
4173,4
4174,3
4175,3
4176,3
4177,3
4178,3
4179,1
4180,3
4181,4
4182,1
4183,1
4184,4
4185,3
4186,4
4187,3
4188,4
4189,4
4190,3
4191,1
4192,2
4193,4
4194,3
4195,1
4196,3
4197,3
4198,4
4199,3
4200,3
4201,1
4202,3
4203,4
4204,3
4205,3
4206,1
4207,1
4208,1
4209,3
4210,1
4211,2
4212,1
4213,3
4214,3
4215,3
4216,4
4217,4
4218,3
4219,3
4220,3
4221,2
4222,1
4223,3
4224,3
4225,3
4226,4
4227,1
4228,3
4229,3
4230,3
4231,3
4232,4
4233,3
4234,1
4235,1
4236,1
4237,3
4238,4
4239,4
4240,3
4241,1
4242,3
4243,4
4244,1
4245,3
4246,1
4247,4
4248,4
4249,4
4250,2
4251,4
4252,3
4253,4
4254,4
4255,1
4256,3
4257,3
4258,1
4259,3
4260,3
4261,4
4262,1
4263,3
4264,3
4265,3
4266,3
4267,1
4268,4
4269,1
4270,4
4271,1
4272,3
4273,3
4274,1
4275,1
4276,4
4277,2
4278,1
4279,1
4280,4
4281,3
4282,1
4283,3
4284,1
4285,2
4286,4
4287,1
4288,1
4289,3
4290,3
4291,3
4292,3
4293,1
4294,2
4295,4
4296,4
4297,3
4298,3
4299,4
4300,4
4301,1
4302,3
4303,4
4304,1
4305,1
4306,4
4307,3
4308,3
4309,3
4310,3
4311,3
4312,3
4313,4
4314,1
4315,1
4316,1
4317,3
4318,2
4319,2
4320,3
4321,3
4322,3
4323,3
4324,3
4325,1
4326,3
4327,3
4328,1
4329,1
4330,4
4331,1
4332,3
4333,3
4334,3
4335,2
4336,4
4337,1
4338,1
4339,3
4340,3
4341,3
4342,4
4343,3
4344,2
4345,1
4346,3
4347,3
4348,4
4349,1
4350,1
4351,4
4352,4
4353,3
4354,3
4355,4
4356,3
4357,1
4358,1
4359,3
4360,3
4361,4
4362,3
4363,2
4364,3
4365,3
4366,4
4367,4
4368,1
4369,3
4370,4
4371,4
4372,1
4373,1
4374,3
4375,3
4376,4
4377,3
4378,1
4379,3
4380,4
4381,4
4382,1
4383,1
4384,4
4385,3
4386,3
4387,1
4388,1
4389,3
4390,2
4391,4
4392,3
4393,1
4394,4
4395,1
4396,1
4397,3
4398,1
4399,3
4400,3
4401,3
4402,1
4403,4
4404,3
4405,3
4406,3
4407,4
4408,1
4409,3
4410,1
4411,1
4412,1
4413,3
4414,1
4415,3
4416,3
4417,3
4418,4
4419,3
4420,1
4421,2
4422,3
4423,3
4424,1
4425,3
4426,1
4427,1
4428,3
4429,3
4430,1
4431,1
4432,3
4433,1
4434,3
4435,3
4436,4
4437,1
4438,3
4439,3
4440,1
4441,1
4442,3
4443,4
4444,4
4445,3
4446,1
4447,1
4448,3
4449,4
4450,4
4451,4
4452,4
4453,4
4454,3
4455,3
4456,3
4457,1
4458,4
4459,1
4460,1
4461,3
4462,3
4463,3
4464,3
4465,3
4466,3
4467,3
4468,1
4469,1
4470,1
4471,4
4472,3
4473,4
4474,3
4475,3
4476,3
4477,3
4478,3
4479,3
4480,3
4481,1
4482,4
4483,3
4484,1
4485,3
4486,2
4487,1
4488,3
4489,1
4490,1
4491,3
4492,3
4493,1
4494,1
4495,4
4496,1
4497,1
4498,1
4499,3
4500,2
4501,2
4502,1
4503,1
4504,4
4505,3
4506,3
4507,4
4508,3
4509,4
4510,1
4511,4
4512,3
4513,3
4514,3
4515,4
4516,4
4517,3
4518,3
4519,4
4520,1
4521,2
4522,3
4523,3
4524,3
4525,1
4526,2
4527,3
4528,1
4529,4
4530,2
4531,3
4532,3
4533,3
4534,4
4535,2
4536,3
4537,1
4538,1
4539,3
4540,3
4541,3
4542,1
4543,3
4544,1
4545,3
4546,1
4547,1
4548,4
4549,1
4550,3
4551,3
4552,1
4553,3
4554,3
4555,3
4556,1
4557,3
4558,3
4559,3
4560,3
4561,3
4562,1
4563,1
4564,1
4565,2
4566,4
4567,1
4568,3
4569,3
4570,1
4571,4
4572,1
4573,3
4574,1
4575,4
4576,3
4577,4
4578,4
4579,1
4580,1
4581,3
4582,4
4583,1
4584,3
4585,3
4586,1
4587,1
4588,3
4589,1
4590,3
4591,4
4592,1
4593,4
4594,3
4595,3
4596,1
4597,3
4598,3
4599,4
4600,3
4601,3
4602,2
4603,1
4604,3
4605,3
4606,3
4607,1
4608,4
4609,1
4610,3
4611,4
4612,2
4613,3
4614,3
4615,2
4616,3
4617,2
4618,3
4619,1
4620,3
4621,3
4622,3
4623,1
4624,3
4625,4
4626,1
4627,3
4628,3
4629,1
4630,4
4631,3
4632,3
4633,3
4634,3
4635,1
4636,3
4637,3
4638,1
4639,4
4640,1
4641,3
4642,1
4643,1
4644,2
4645,3
4646,1
4647,3
4648,1
4649,3
4650,2
4651,4
4652,1
4653,4
4654,1
4655,3
4656,4
4657,3
4658,1
4659,3
4660,1
4661,3
4662,3
4663,1
4664,3
4665,4
4666,3
4667,1
4668,3
4669,1
4670,3
4671,3
4672,3
4673,3
